,index,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime,hand_location,hand_rotation
188,52,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:06.478,(5.126184;30.289877;12.043205),(-21.879572;-9.86645;97.990028)
189,53,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:06.612,(5.057022;29.864506;12.838036),(-20.764557;-10.497849;90.429276)
190,54,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:07.170,(9.129832;22.794462;11.389145),(-17.086678;7.338985;21.54574)
191,55,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:07.284,(9.337909;21.584084;11.536674),(-13.953334;3.255862;17.351851)
192,56,AB,1,S1,IA_Grab,started,Left,2024-10-25 13:48:08.402,(18.208765;5.818867;22.577194),(41.218895;15.379151;28.567076)
193,57,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:09.450,(1.001194;28.969767;21.09626),(-37.554562;60.126553;-148.080139)
194,58,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:09.745,(0.961855;30.919077;31.195694),(-11.901063;81.195023;-112.0289)
195,59,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:10.344,(1.007462;16.519348;2.593719),(-16.148705;22.340176;-140.508591)
196,60,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:10.447,(2.35194;15.054012;1.612221),(-1.693776;16.598104;-142.144653)
197,61,AB,1,S1,IA_Grab,completed,Left,2024-10-25 13:48:11.702,(21.609489;27.851654;0.745316),(-29.201353;57.110477;-161.722336)
198,62,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:14.178,(26.283569;7.648629;3.473618),(-23.293486;35.404446;107.731049)
199,63,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:14.616,(31.969059;10.996696;26.580551),(-47.909626;83.164764;100.029991)
200,64,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:15.176,(23.526783;4.097996;3.363304),(-10.080894;22.791883;142.953369)
201,65,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:15.330,(21.3708;3.999094;2.636383),(2.480877;14.302347;144.283936)
202,66,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:15.826,(18.117485;0.083288;6.494736),(-14.086843;5.863101;140.242065)
203,67,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:15.961,(15.986118;2.299506;7.321991),(-8.778831;2.639965;139.310379)
204,68,AB,1,S1,IA_Grab,started,Left,2024-10-25 13:48:17.028,(1.904808;29.480871;23.128738),(53.073528;-4.559942;163.024841)
205,69,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:17.970,(32.07304;31.443531;19.912521),(9.159084;66.241882;-32.040802)
206,70,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:18.374,(31.894661;27.484056;28.753929),(28.357302;82.978348;-38.398476)
207,71,AB,1,S1,IA_Grab,completed,Left,2024-10-25 13:48:20.176,(19.285229;16.044853;11.161224),(-28.818127;55.390213;-56.293076)
208,72,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:22.675,(16.913399;48.220734;23.852089),(-6.894934;77.668526;66.968307)
209,73,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:22.966,(5.971935;47.726307;38.481155),(45.082092;84.559685;135.111511)
210,74,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:23.304,(6.039524;48.163288;22.39669),(2.524948;55.433624;82.157364)
211,75,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:23.462,(6.202242;46.696434;12.537529),(-9.396965;45.061268;72.839607)
212,76,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:23.775,(4.344299;42.465294;3.064247),(-5.379883;25.832371;82.068977)
213,77,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:23.888,(3.576046;40.127563;0.279716),(-10.118019;18.783487;71.733887)
214,78,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:24.346,(0.166107;34.156338;6.426025),(-12.063191;9.488508;75.612152)
215,79,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:24.453,(0.073723;32.730057;7.546631),(-11.694913;5.30913;73.750641)
216,80,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:24.990,(1.615334;32.063721;11.776207),(-21.701168;-2.121419;70.894615)
217,81,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:25.095,(2.046896;30.985777;12.239365),(-18.431269;-7.298419;59.779449)
218,82,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:25.853,(13.673929;3.161657;13.795364),(-12.996311;-4.836539;-26.369192)
219,83,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:25.881,(13.201568;3.582701;14.054222),(-7.612069;-8.536014;-29.342079)
220,84,AB,1,S1,IA_Grab,started,Right,2024-10-25 13:48:27.436,(26.608009;5.01543;22.445694),(-61.164997;9.278956;-81.695427)
221,85,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:28.195,(6.11904;31.030378;18.155029),(-7.163842;64.431183;-103.590149)
222,86,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:28.482,(3.229462;38.015381;27.390617),(-49.355785;78.413284;-135.026489)
223,87,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:28.883,(9.800303;37.750702;13.364418),(-32.038303;61.515335;-104.98111)
224,88,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:29.060,(20.201029;36.31068;11.549545),(-20.615986;56.146633;-88.860069)
225,89,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:29.308,(29.195679;28.681536;9.689499),(-27.429077;54.975548;-94.004471)
226,90,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:29.430,(29.298716;26.1527;7.785561),(-23.313299;47.588428;-88.943283)
227,91,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:30.069,(5.496588;18.990742;4.454117),(-21.389334;20.10791;-150.07872)
228,92,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:30.226,(3.555035;19.426104;3.978828),(-19.104378;24.891975;-149.731735)
229,93,AB,1,S1,IA_Grab,completed,Right,2024-10-25 13:48:30.844,(3.149124;22.76729;9.670326),(-44.685665;33.183239;-158.500504)
230,94,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:32.002,(9.974995;4.521334;12.803055),(-16.371616;54.390278;104.206505)
231,95,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:32.134,(9.899426;3.184853;10.287971),(-17.324396;47.809071;103.191895)
232,96,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:32.668,(24.254414;16.36414;4.193161),(-3.575319;39.463531;-176.847)
233,97,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:32.800,(23.47369;15.232908;4.730827),(-4.537287;44.306572;-177.937454)
234,98,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:32.976,(20.175594;13.969693;2.286514),(-6.346148;38.811718;179.562622)
235,99,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:33.003,(19.02895;14.037713;1.566498),(-0.551265;41.619549;179.229568)
236,100,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:33.604,(8.393997;11.540586;6.464432),(-16.205442;5.495096;148.241867)
237,101,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:33.660,(8.046673;10.750147;6.481674),(-12.514476;4.665788;144.321457)
238,102,AB,1,S1,IA_Grab,started,Right,2024-10-25 13:48:34.868,(20.897041;1.189881;31.30938),(-28.114319;9.956649;165.735123)
239,103,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:35.710,(1.138706;0.701849;9.255623),(-0.047083;3.118548;88.602173)
240,104,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:35.858,(0.420727;1.504771;11.361206),(-1.173193;-10.393844;89.751549)
241,105,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:36.495,(3.886234;18.515692;16.431366),(-8.86404;-26.430384;162.240601)
242,106,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:36.521,(4.949623;18.227747;16.852234),(-4.867802;-23.513195;156.426254)
243,107,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:36.991,(15.272881;21.522512;18.231537),(1.39237;-22.499371;154.578842)
244,108,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:37.131,(18.067398;23.17881;19.522484),(10.785398;-26.735699;151.116577)
245,109,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:37.703,(13.152596;12.293285;15.204659),(5.172834;16.006512;133.137009)
246,110,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:37.731,(13.111916;12.466881;15.245621),(5.790068;17.234619;132.613144)
247,111,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:37.924,(12.989388;12.92373;15.501907),(2.991508;19.123863;130.305344)
248,112,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:38.002,(12.968018;12.76774;15.273056),(5.701705;15.927245;132.621902)
249,113,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:38.670,(16.959175;16.245224;19.592636),(-1.795753;-4.146762;159.892517)
250,114,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:38.796,(19.904846;15.720924;20.325241),(6.192749;0.465737;160.708649)
251,115,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:39.920,(3.143143;1.328344;6.923904),(-9.583539;12.332504;125.999695)
252,116,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:40.271,(11.117714;6.015831;1.411888),(-4.033202;23.187725;133.453568)
253,117,AB,1,S1,IA_Grab,started,Left,2024-10-25 13:48:41.689,(3.744537;6.8269;32.409603),(30.858927;9.376085;-90.604317)
254,118,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:43.698,(55.139992;2.125015;42.606918),(115.039864;87.574944;115.501343)
255,119,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:44.103,(54.39043;7.115186;42.977051),(33.927658;84.167305;27.396826)
256,120,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:44.438,(53.350166;4.99593;20.836624),(3.775241;31.360842;3.114757)
257,121,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:44.886,(42.804008;3.2586;10.344009),(8.280522;58.767471;-2.638479)
258,122,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:45.929,(26.177336;22.063927;3.033516),(-11.846432;37.193207;11.115132)
259,123,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:46.034,(29.362663;24.10413;1.013756),(-14.045325;20.979532;10.438853)
260,124,AB,1,S1,IA_Grab,completed,Right,2024-10-25 13:48:46.846,(31.928011;10.453889;4.596062),(-18.042004;18.138935;-4.693782)
261,125,AB,1,S1,IA_Grab,completed,Left,2024-10-25 13:48:48.071,(40.592163;39.880573;39.765152),(25.883932;22.034018;-31.77425)
262,126,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:49.709,(3.234343;12.299553;8.036674),(-13.249968;11.861959;-114.856392)
263,127,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:49.987,(12.530857;30.425831;5.604462),(-8.010126;32.356426;-94.128181)
264,128,AB,1,S1,IA_Grab,started,Right,2024-10-25 13:48:51.242,(35.20401;11.366968;2.849716),(-59.767376;16.694582;-70.819618)
265,129,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:52.178,(6.239408;22.00001;16.825256),(-22.915962;-15.650878;65.165833)
266,130,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:52.284,(8.087875;19.171528;18.223724),(-23.382263;-13.958952;65.957405)
267,131,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:52.761,(3.167777;15.300824;16.221382),(-10.327268;3.334936;19.329821)
268,132,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:52.898,(1.678043;15.046162;16.463112),(-12.93861;-1.290897;16.850687)
269,133,AB,1,S1,IA_Grab,completed,Right,2024-10-25 13:48:53.956,(25.715235;13.649695;48.324272),(-11.945123;16.660341;20.700209)
270,134,AB,1,S1,IA_Move,started,Right,2024-10-25 13:48:54.793,(1.369497;7.088743;12.547096),(2.343787;10.453823;-55.562572)
271,135,AB,1,S1,IA_Move,completed,Right,2024-10-25 13:48:54.952,(12.518446;9.231497;10.65229),(-14.292589;10.066909;-62.140652)
