user_id,scenary_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
64,CarAccident,real_life,1686815782,1686815782,X=-10163.472 Y=-1856.868 Z=100.726,X=-28.411 Y=71.926 Z=0.000,0.104918
64,CarAccident,real_life,1686815783,1686815783,X=-10163.472 Y=-1856.868 Z=100.726,X=-17.362 Y=66.168 Z=0.000,0.124591
64,CarAccident,real_life,1686815785,1686815785,X=-10163.472 Y=-1856.868 Z=100.726,X=-14.637 Y=46.440 Z=0.000,0.199147
64,CarAccident,real_life,1686815786,1686815786,X=-10163.472 Y=-1856.868 Z=100.726,X=-14.907 Y=16.066 Z=0.000,0.163024
64,CarAccident,real_life,1686815786,1686815786,X=-10163.472 Y=-1856.868 Z=100.726,X=-9.839 Y=31.561 Z=0.000,0.156343
64,CarAccident,real_life,1686815787,1686815787,X=-10163.472 Y=-1856.868 Z=100.726,X=-42.797 Y=3.174 Z=0.000,0.307253
64,CarAccident,real_life,1686815787,1686815787,X=-10163.472 Y=-1856.868 Z=100.726,X=-24.429 Y=-11.704 Z=0.000,0.236377
64,CarAccident,real_life,1686815788,1686815788,X=-10163.472 Y=-1856.868 Z=100.726,X=-14.396 Y=-36.656 Z=0.000,0.268928
64,CarAccident,real_life,1686815790,1686815790,X=-10163.472 Y=-1856.868 Z=100.726,X=-30.343 Y=-17.947 Z=0.000,0.245824
64,CarAccident,real_life,1686815790,1686815790,X=-10163.472 Y=-1856.868 Z=100.726,X=-18.787 Y=-21.449 Z=0.000,0.120748
64,CarAccident,real_life,1686815792,1686815792,X=-10163.472 Y=-1856.868 Z=100.726,X=-7.230 Y=-19.045 Z=0.000,0.118041
64,CarAccident,real_life,1686815794,1686815794,X=-10163.472 Y=-1856.868 Z=100.726,X=-19.428 Y=-15.169 Z=0.000,0.127982
64,CarAccident,real_life,1686815794,1686815794,X=-10163.472 Y=-1856.868 Z=100.726,X=4.018 Y=-12.509 Z=0.000,0.235957
64,CarAccident,real_life,1686815795,1686815795,X=-10163.472 Y=-1856.868 Z=100.726,X=14.310 Y=-8.204 Z=0.000,0.111559
64,CarAccident,real_life,1686815795,1686815795,X=-10163.472 Y=-1856.868 Z=100.726,X=21.603 Y=0.071 Z=0.000,0.110307
64,CarAccident,real_life,1686815796,1686815796,X=-10163.472 Y=-1856.868 Z=100.726,X=-8.843 Y=-9.722 Z=0.000,0.220379
64,CarAccident,real_life,1686815796,1686815796,X=-10163.472 Y=-1856.868 Z=100.726,X=12.633 Y=-4.775 Z=0.000,0.101952
64,CarAccident,real_life,1686815797,1686815797,X=-10163.472 Y=-1856.868 Z=100.726,X=-10.013 Y=2.733 Z=0.000,0.122672
64,CarAccident,real_life,1686815797,1686815797,X=-10163.472 Y=-1856.868 Z=100.726,X=-19.007 Y=-5.609 Z=0.000,0.109646
64,CarAccident,real_life,1686815799,1686815799,X=-10163.472 Y=-1856.868 Z=100.726,X=1.234 Y=5.916 Z=0.000,0.116888
64,CarAccident,real_life,1686815800,1686815800,X=-10163.472 Y=-1856.868 Z=100.726,X=-17.575 Y=1.766 Z=0.000,0.192621
64,CarAccident,virtual_reality,1686815800,1686815800,X=-10183.977 Y=-1856.964 Z=5.726,X=-10222.000 Y=-1767.000 Z=5.726,0.976698
64,CarAccident,real_life,1686815801,1686815801,X=-10222.000 Y=-1767.000 Z=100.726,X=-1.709 Y=-0.026 Z=0.000,0.950154
64,CarAccident,real_life,1686815802,1686815802,X=-10222.000 Y=-1767.000 Z=100.726,X=-17.976 Y=-6.914 Z=0.000,0.176648
64,CarAccident,real_life,1686815803,1686815803,X=-10222.000 Y=-1767.000 Z=100.726,X=-5.903 Y=-4.198 Z=0.000,0.12374
64,CarAccident,real_life,1686815804,1686815804,X=-10222.000 Y=-1767.000 Z=100.726,X=5.056 Y=1.083 Z=0.000,0.121648
64,CarAccident,real_life,1686815804,1686815804,X=-10222.000 Y=-1767.000 Z=100.726,X=13.730 Y=-5.688 Z=0.000,0.110046
64,CarAccident,virtual_reality,1686815804,1686815804,X=-10207.714 Y=-1772.963 Z=5.726,X=-10187.812 Y=-1518.404 Z=5.726,2.553357
64,CarAccident,virtual_reality,1686815804,1686815805,X=-10186.265 Y=-1517.962 Z=3.322,X=-10166.246 Y=-1264.802 Z=3.322,2.539504
64,CarAccident,virtual_reality,1686815805,1686815805,X=-10165.043 Y=-1264.351 Z=3.322,X=-10139.916 Y=-1093.545 Z=3.322,1.72644
64,CarAccident,real_life,1686815805,1686815805,X=-10139.916 Y=-1093.545 Z=98.322,X=-2.968 Y=1.031 Z=0.000,0.950519
64,CarAccident,virtual_reality,1686815807,1686815808,X=-10086.428 Y=-583.759 Z=3.322,X=-10050.713 Y=-292.538 Z=3.322,2.934022
64,CarAccident,real_life,1686815807,1686815807,X=-10086.863 Y=-583.796 Z=98.322,X=0.091 Y=0.057 Z=0.000,0.950001
64,CarAccident,virtual_reality,1686815807,1686815807,X=-10147.255 Y=-1090.959 Z=3.322,X=-10113.294 Y=-824.519 Z=3.322,2.685954
64,CarAccident,virtual_reality,1686815807,1686815807,X=-10112.929 Y=-825.446 Z=3.322,X=-10086.863 Y=-583.796 Z=3.322,2.430514
64,CarAccident,real_life,1686815808,1686815808,X=-10050.713 Y=-292.538 Z=98.322,X=-0.003 Y=-0.296 Z=0.000,0.950005
64,CarAccident,virtual_reality,1686815808,1686815808,X=-10050.654 Y=-292.779 Z=3.322,X=-10021.166 Y=-10.634 Z=3.322,2.83682
64,CarAccident,real_life,1686815808,1686815808,X=-10021.166 Y=-10.634 Z=98.322,X=-3.701 Y=-0.053 Z=0.000,0.950721
